# v        v_err    sigma    sigma_err
 -26.326    5.623  196.738    5.679
 -81.195    5.365  222.102    5.376
 -26.292    5.777  210.718    5.831
 -82.191    5.671  224.660    5.801
 -38.983    5.807  208.785    5.759
 -86.150    5.546  223.099    5.437
 -50.963    6.152  230.801    5.913
 -55.769    5.489  207.619    5.423
 -45.991    5.818  231.927    5.682
 -64.090    5.877  224.010    5.785
 -24.041    6.072  216.442    6.073
 -89.478    5.176  218.774    5.159
 -42.453    5.218  195.772    5.254
 -80.508    5.302  216.261    5.169
 -53.383    5.355  223.545    5.171
 -69.025    5.112  195.326    5.135
   0.589    5.941  214.629    5.996
  -6.789    6.378  212.416    6.457
 -88.815    4.778  239.053    4.563
 -87.239    4.845  219.739    4.872
 -11.491    5.348  196.043    5.366
 -41.092    5.406  210.127    5.381
 -50.560    5.249  206.556    5.249
 -70.342    4.910  204.162    4.982
 -66.150    5.692  213.735    5.629
 -87.328    5.845  239.898    5.748
 -20.752    5.492  210.680    5.543
 -75.892    5.093  203.839    5.070
  29.821    5.272  214.994    5.203
   4.077    5.784  213.797    5.790
 -36.595    5.432  209.607    5.355
 -79.050    5.837  221.676    5.755
 -90.586    5.127  233.560    5.068
 -67.851    4.036  227.451    3.989
 -26.046    6.112  218.083    6.017
 -88.552    5.623  227.103    5.565
  44.867    4.724  224.649    4.638
 -32.090    3.514  227.843    3.478
 -40.369    5.938  214.000    5.882
 -37.703    5.599  199.592    5.650
 -20.562    5.744  210.296    5.688
 -17.939    6.070  202.690    6.106
 -78.035    5.611  224.173    5.428
 -74.049    5.505  226.002    5.438
 -83.194    5.022  211.700    5.049
 -80.840    5.389  229.607    5.224
 -38.503    5.451  199.157    5.507
 -76.343    5.180  197.165    5.244
 -56.288    5.618  209.723    5.602
 -59.438    5.981  219.807    5.940
 -36.885    5.750  204.619    5.692
 -85.302    5.595  216.955    5.579
 -51.668    5.911  228.180    5.715
 -56.892    6.143  228.432    6.125
 -15.579    5.693  207.072    5.721
   6.932    5.563  205.389    5.572
 -91.966    4.801  219.533    4.621
 -91.797    4.912  228.848    4.859
 -54.181    5.299  207.172    5.324
 -61.198    5.719  218.197    5.651
  36.508    5.417  211.942    5.375
   5.291    5.275  188.755    5.349
  14.117    5.913  210.140    5.888
  10.116    6.060  212.076    5.988
  44.663    5.300  237.815    5.143
  31.652    5.501  220.334    5.374
  48.829    4.541  217.599    4.466
  24.880    5.581  203.010    5.567
 -49.977    5.204  198.710    5.294
 -36.945    5.921  222.267    5.808
  11.538    5.770  208.466    5.815
 -13.202    6.715  214.251    6.687
   6.196    6.103  219.685    6.094
 -49.597    5.437  204.451    5.416
  16.093    5.596  200.857    5.661
  39.559    5.100  214.554    5.039
  49.143    5.301  241.158    5.139
  -0.820    6.252  229.473    5.925
 -30.482    5.485  197.806    5.491
 -19.526    6.048  216.313    5.877
 -61.400    6.067  235.159    5.687
 -63.477    5.294  211.670    5.280
 -29.811    5.930  203.365    5.924
 -27.387    5.908  210.306    5.909
 -80.734    5.338  217.257    5.259
 -52.321    5.615  214.741    5.553
  26.096    5.146  202.286    5.166
   9.180    6.185  204.492    6.257
 -46.904    5.688  217.178    5.676
  33.205    5.020  208.929    5.007
  54.493    4.855  227.912    4.802
  -5.727    5.873  220.233    5.882
  49.006    4.791  211.156    4.752
  45.576    4.745  241.880    4.608
 -40.794    6.084  220.448    5.974
 -14.664    6.514  212.152    6.532
 -75.547    5.643  212.429    5.598
  31.476    5.581  211.478    5.487
 -49.928    5.734  211.803    5.813
   2.109    5.877  199.373    5.904
 -80.680    5.496  226.672    5.525
 -85.761    4.516  223.362    4.478
 -89.437    5.054  209.897    4.986
 -62.691    4.080  237.432    4.000
 -77.115    4.922  241.497    4.801
 -84.001    4.462  233.311    4.375
 -88.856    5.593  226.972    5.547
 -78.205    6.104  224.580    6.108
 -74.662    5.589  215.148    5.542
 -85.517    4.527  213.320    4.576
 -36.569    3.739  235.424    3.687
 -66.229    3.993  222.798    4.001
 -82.397    4.522  229.975    4.418
 -80.957    4.584  239.571    4.464
 -15.973    3.562  253.751    3.380
  25.906    3.353  250.808    3.247
 -83.034    5.510  240.747    5.216
 -62.664    5.298  205.656    5.268
 -57.372    5.935  202.634    5.892
 -72.304    6.309  225.969    6.116
 -84.698    4.789  234.722    4.653
 -87.313    5.753  222.506    5.721
 -43.414    6.213  223.592    6.044
 -79.758    4.185  232.452    4.109
 -69.368    5.823  204.625    5.796
 -48.978    3.934  242.723    3.829
 -47.034    5.794  215.744    5.480
 -34.986    5.370  208.974    5.299
 -62.279    6.425  222.588    6.308
 -46.510    5.083  196.740    5.187
 -27.506    6.002  218.109    6.045
 -22.949    6.245  211.790    6.134
 -92.403    5.130  219.598    5.042
 -91.212    5.234  234.013    5.077
 -99.487    4.808  213.848    4.744
 -51.528    6.101  209.106    5.994
 -59.518    5.639  219.095    5.592
 -86.443    5.650  219.578    5.674
 -78.818    6.467  229.888    6.244
 -17.560    6.548  227.510    6.403
 -21.480    7.201  240.217    7.001
 -11.482    5.607  199.393    5.795
 -47.939    5.839  205.858    5.820
 -81.588    5.322  206.546    5.498
 -78.653    4.975  212.625    4.986
 -70.459    4.222  238.894    4.130
 -71.025    6.205  224.730    5.990
 -82.878    5.008  228.229    4.953
 -89.100    5.162  200.838    5.205
 -89.949    5.354  218.533    5.473
 -41.798    5.313  202.081    5.310
 -64.288    4.118  235.069    4.074
 -31.015    6.371  212.093    6.254
 -78.413    5.370  205.774    5.356
 -98.733    5.028  216.436    4.969
 -37.238    6.061  221.203    5.899
  -0.851    6.223  206.326    6.251
   4.493    3.676  258.306    3.489
 -57.788    4.275  237.054    4.196
  48.600    3.148  227.714    3.140
 -98.698    5.929  203.863    5.972
 -90.559    5.527  228.804    5.345
 -37.779    6.159  209.174    6.161
 -69.492    5.595  207.967    5.573
 -86.678    4.939  229.819    4.902
 -80.502    4.124  233.070    4.037
 -56.447    6.204  211.191    6.078
 -63.427    6.189  206.865    6.183
  21.098    5.879  209.232    5.872
  21.166    5.518  203.607    5.480
 -47.511    6.530  230.312    6.186
 -67.111    6.076  208.026    6.095
  10.366    5.834  208.207    5.945
  21.804    5.544  208.064    5.529
 -29.201    6.001  206.722    5.975
 -41.975    5.459  212.566    5.476
 -13.250    5.546  201.652    5.660
 -53.970    6.365  223.744    6.234
  -6.427    6.282  216.161    6.230
 -38.809    6.364  215.136    6.264
 -12.077    5.783  205.651    5.773
 -27.766    5.932  215.550    5.849
 -13.685    6.119  206.305    6.079
 -76.724    6.903  227.427    6.776
  24.084    5.435  204.645    5.402
 -72.251    5.607  216.633    5.504
 -50.748    6.855  225.628    6.717
 -84.749    5.633  213.062    5.571
 -20.983    6.551  226.961    6.435
 -24.366    6.469  212.456    6.353
   7.436    5.887  210.194    5.903
  31.631    5.244  208.883    5.153
  30.318    5.752  220.803    5.596
 -75.028    6.388  220.642    6.332
  17.782    5.914  222.121    5.762
 -94.451    5.572  222.331    5.520
 -80.462    5.637  217.742    5.669
  48.585    5.092  223.197    5.074
  50.769    5.203  217.465    5.088
 -53.794    6.375  211.429    6.301
   1.267    5.935  208.096    5.857
 -31.957    6.008  206.680    5.933
  -9.091    6.059  193.720    6.189
 -32.735    5.598  203.051    5.619
 -28.533    5.341  190.228    5.387
 -90.899    4.963  209.720    5.022
  43.735    4.802  224.112    4.741
 -85.061    4.901  214.254    4.882
 -89.016    5.718  213.613    5.766
 -71.092    6.350  221.646    6.234
 -89.566    4.679  216.931    4.654
 -84.776    4.908  227.361    4.857
 -86.560    4.966  228.066    4.940
 -94.487    5.066  219.562    5.000
 -83.558    4.995  233.015    4.936
 -95.774    4.977  226.712    4.929
 -88.386    5.497  214.171    5.476
 -82.457    5.884  209.444    5.826
 -46.853    6.755  221.341    6.675
 -73.257    6.607  235.164    6.447
 -84.137    5.142  237.533    5.045
 -82.618    5.494  232.471    5.431
  60.384    3.706  229.434    3.698
  55.559    3.742  241.209    3.636
  59.691    3.958  230.738    3.864
  61.144    4.876  236.483    4.710
  61.625    3.807  242.586    3.692
 -70.972    4.135  237.782    4.050
 -75.340    4.350  243.501    4.242
  57.161    4.266  241.818    4.176
 -38.146    3.786  248.045    3.641
  50.809    4.829  242.494    4.636
  59.700    3.664  240.964    3.529
  18.338    3.515  246.760    3.400
  40.933    5.434  230.023    5.291
 -50.506    3.710  233.188    3.665
 -17.387    3.622  232.275    3.563
  39.162    3.321  243.525    3.261
 -81.077    4.652  227.683    4.604
  52.581    4.746  227.123    4.653
  60.997    4.653  247.167    4.532
  53.308    3.328  226.186    3.299
  22.265    5.615  230.045    5.595
 -52.607    4.510  248.522    4.392
  -2.926    3.532  235.918    3.498
 -90.396    5.335  226.007    5.386
 -95.591    4.933  218.026    4.798
 -91.157    4.850  210.774    4.819
 -73.778    4.790  240.768    4.712
  33.979    5.859  231.910    5.601
  64.329    4.693  240.575    4.576
  52.672    3.331  233.592    3.237
 -71.453    4.430  240.712    4.362
  60.651    5.313  239.878    5.146
  37.777    3.367  241.110    3.299
  38.409    5.419  217.938    5.349
  60.111    4.612  209.772    4.649
 -55.437    4.417  246.606    4.333
  15.330    3.907  256.698    3.662
 -73.103    6.175  223.360    6.082
   5.537    5.922  201.656    5.913
  21.449    5.768  229.376    5.610
 -27.791    6.039  201.353    5.910
 -32.920    6.237  207.054    6.241
 -83.598    5.232  226.595    5.167
 -88.790    5.392  217.764    5.395
 -90.511    5.241  207.280    5.222
 -83.889    4.820  244.748    4.704
  63.318    4.725  228.405    4.558
  43.738    2.905  216.241    2.891
  50.847    5.306  223.163    5.216
  58.399    4.932  216.820    4.843
 -41.996    3.594  232.035    3.564
 -22.651    3.954  249.038    3.819
 -54.448    5.982  198.192    6.020
 -58.049    6.379  207.251    6.286
 -36.048    6.368  226.122    6.167
 -25.726    7.270  225.542    7.075
 -80.106    5.703  221.713    5.655
 -98.611    5.630  228.641    5.552
 -51.618    6.151  209.289    6.048
 -69.934    5.987  198.707    6.050
 -43.735    6.224  223.407    6.090
 -73.535    6.119  228.538    5.963
 -25.609    6.560  215.125    6.422
  11.957    5.739  200.251    5.775
  30.846    6.196  222.244    6.051
   8.014    6.525  225.394    6.375
 -51.901    6.320  220.967    6.258
 -58.733    6.265  213.821    6.159
 -75.577    6.204  212.901    6.115
 -80.698    5.490  198.056    5.442
 -39.100    6.171  210.470    6.274
  27.459    5.738  207.368    5.728
  -1.062    6.149  210.903    6.225
 -16.006    5.755  194.454    5.878
   8.090    5.979  202.121    5.957
 -52.533    6.500  214.828    6.518
  35.518    5.671  213.643    5.583
  49.756    5.067  221.818    4.970
  25.208    5.809  218.472    5.690
  31.804    5.428  217.022    5.373
  53.830    4.640  230.789    4.460
   7.024    5.743  196.191    5.835
 -65.291    6.258  211.072    6.257
 -88.122    6.129  229.034    6.061
 -86.919    5.067  224.960    4.988
  18.238    5.251  196.848    5.324
  55.218    5.590  217.442    5.561
  66.891    4.795  228.958    4.675
 -45.197    6.314  204.511    6.347
  -7.342    6.240  202.808    6.166
 -45.790    6.295  208.016    6.326
  -5.259    6.194  211.202    6.123
 -28.606    6.579  213.680    6.402
 -54.956    6.718  221.798    6.622
  -3.443    6.390  208.001    6.467
 -22.403    5.896  202.680    5.880
 -14.222    7.393  224.048    7.244
 -63.554    6.275  216.388    6.147
  25.066    5.331  218.630    5.266
 -38.705    6.757  228.115    6.775
 -16.631    6.162  215.712    6.193
 -85.335    5.231  224.349    5.081
 -38.591    6.720  214.743    6.724
 -90.394    5.359  194.948    5.457
  -0.400    6.314  207.974    6.280
  29.251    5.782  229.905    5.564
  56.644    5.151  234.391    5.040
 -72.634    6.663  230.167    6.552
 -82.542    4.901  235.707    4.817
 -79.887    6.112  249.135    5.793
 -92.262    4.832  235.257    4.754
 -81.962    4.842  231.586    4.778
  60.180    4.251  241.620    4.104
 -93.459    4.766  239.169    4.661
  50.978    4.177  239.631    4.038
  66.414    4.645  239.954    4.503
  63.927    4.903  239.315    4.738
 -92.281    4.673  222.061    4.600
  54.076    4.208  238.292    4.066
 -48.000    4.142  230.446    4.131
  -6.276    3.932  245.900    3.816
  56.235    4.743  249.282    4.443
 -67.693    4.456  246.341    4.358
  24.312    3.653  244.545    3.524
 -83.111    5.171  252.918    4.961
  64.859    3.986  229.276    3.875
  46.570    5.251  216.681    5.162
 -71.760    4.785  239.022    4.696
  40.215    3.278  250.063    3.078
 -93.501    5.024  223.418    4.915
  65.254    4.968  243.291    4.763
 -64.270    4.489  250.512    4.212
   3.317    3.718  234.806    3.659
 -85.808    4.518  229.775    4.409
  47.658    3.906  239.032    3.784
 -87.966    5.630  228.280    5.585
 -96.866    5.089  216.003    5.183
 -89.124    5.311  209.560    5.376
 -95.942    5.743  226.784    5.602
 -97.203    5.295  204.899    5.263
 -91.405    5.110  222.209    5.044
 -75.270    5.910  207.616    5.813
 -87.862    5.242  202.200    5.300
 -76.868    4.416  237.226    4.345
 -77.138    4.897  242.104    4.818
 -98.902    4.908  221.137    4.875
 -64.931    4.170  233.821    4.133
 -33.611    6.505  215.357    6.403
 -82.611    5.472  202.121    5.486
 -61.900    6.031  210.994    6.004
 -50.963    6.101  208.141    5.998
 -78.486    4.990  209.982    5.038
 -53.075    6.044  210.683    5.924
 -71.635    6.037  205.296    5.965
 -36.494    6.374  199.892    6.366
 -65.427    6.676  233.209    6.588
 -54.000    6.372  214.533    6.374
 -67.361    5.937  224.285    5.573
 -51.215    6.233  214.242    6.162
 -76.458    6.516  217.230    6.445
  -2.820    6.143  203.064    6.096
 -90.657    5.414  228.489    5.272
 -22.493    6.133  202.260    6.170
 -96.912    5.364  224.765    5.197
 -40.690    6.379  214.726    6.380
 -70.215    5.812  197.656    5.800
 -26.555    6.061  206.733    5.921
   2.317    6.969  226.546    6.963
  28.357    5.179  204.678    5.190
  56.030    5.141  213.357    5.053
 -11.593    7.297  223.757    7.235
  51.952    4.782  219.061    4.654
  10.780    6.476  208.888    6.555
 -39.587    6.186  194.099    6.266
  -3.950    7.457  254.562    6.590
  22.027    6.316  210.186    6.386
  67.175    4.878  226.153    4.793
 -30.181    6.394  214.535    6.430
 -68.775    6.783  212.639    6.747
  16.024    5.993  190.665    6.033
  20.069    6.950  225.992    6.912
  62.976    5.126  227.386    5.085
 -11.056    6.826  220.836    6.763
  61.019    5.203  236.653    5.058
  40.815    4.845  196.908    4.850
  -1.091    6.129  205.204    6.122
  36.215    5.430  209.933    5.378
 -48.685    5.907  205.433    6.098
  21.228    6.280  198.493    6.312
  11.452    6.627  220.379    6.467
  62.770    5.305  245.301    5.238
  -3.813    6.600  212.197    6.502
  28.808    5.328  203.325    5.362
 -38.999    6.642  205.631    6.567
  56.874    4.651  232.599    4.335
 -27.789    6.188  198.714    6.252
  49.965    5.304  210.263    5.222
  13.513    7.171  218.286    7.038
  18.126    6.108  205.448    6.166
 -75.971    5.974  208.708    5.897
  42.918    3.295  213.141    3.239
 -74.255    5.990  213.284    5.937
 -71.822    6.044  217.925    6.017
 -56.556    6.269  223.722    5.981
 -91.430    5.591  220.077    5.629
 -45.765    6.315  205.725    6.330
  33.759    3.188  237.363    3.110
  25.685    3.680  230.846    3.635
  61.488    5.132  229.513    4.955
 -27.805    3.964  241.121    3.914
 -94.736    5.270  206.247    5.329
 -94.391    5.628  206.412    5.678
 -38.091    4.208  238.020    4.095
 -95.754    5.504  227.949    5.457
 -20.095    3.910  238.825    3.836
 -72.759    4.362  237.660    4.255
 -83.954    5.506  244.049    5.405
 -92.171    4.703  213.553    4.689
 -79.913    4.980  227.797    4.946
 -92.322    5.086  218.663    5.079
 -51.642    4.190  237.669    4.146
 -95.478    4.817  216.752    4.778
 -85.399    4.840  223.101    4.761
 -86.845    5.864  225.834    5.693
 -79.477    5.876  212.801    5.887
 -95.657    5.426  213.384    5.501
  -6.414    3.993  243.919    3.730
 -70.583    4.821  241.077    4.664
  44.730    3.597  239.138    3.491
 -87.760    5.041  213.082    5.137
 -68.174    4.748  224.688    4.631
 -92.624    5.172  220.059    5.062
 -66.837    4.482  219.900    4.461
 -92.690    5.292  228.959    5.156
 -53.599    4.604  247.303    4.442
  54.047    5.230  242.700    5.010
 -81.119    5.708  208.798    5.541
  40.297    3.480  238.315    3.364
 -94.018    5.422  221.063    5.442
 -84.290    4.747  232.255    4.664
 -39.239    6.678  214.653    6.758
 -75.585    6.008  220.022    5.994
